Id,Label,timeset,0,1,2,3,4,5,6,7,8,9,indegree,outdegree,Degree,componentnumber,strongcompnum,modularity_class
n517,jboyded,,true,"a:2:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:11:""zanzibar197"";s:4:""name"";s:13:""Not happy Jan"";s:2:""id"";i:1669053787;s:6:""id_str"";s:10:""1669053787"";s:7:""indices"";a:2:{i:0;i:3;i:1;i:15;}}i:1;O:8:""stdClass"":5:{s:11:""screen_name"";s:13:""TAFEeducation"";s:4:""name"";s:11:""Adam Curlis"";s:2:""id"";i:2336306731;s:6:""id_str"";s:10:""2336306731"";s:7:""indices"";a:2:{i:0;i:17;i:1;i:31;}}}",175339579,241934,663,3090,2010-08-06 05:49:26,"Educator, Writer, Coach, story-teller, facilitator, advocate,publisher, author, political junkie, deeply concerned human. https://t.co/xr2oHhL9L6",,,0,1,1,0,697,588
n518,gatodelcheshire,,true,"a:2:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:11:""zanzibar197"";s:4:""name"";s:13:""Not happy Jan"";s:2:""id"";i:1669053787;s:6:""id_str"";s:10:""1669053787"";s:7:""indices"";a:2:{i:0;i:3;i:1;i:15;}}i:1;O:8:""stdClass"":5:{s:11:""screen_name"";s:13:""TAFEeducation"";s:4:""name"";s:11:""Adam Curlis"";s:2:""id"";i:2336306731;s:6:""id_str"";s:10:""2336306731"";s:7:""indices"";a:2:{i:0;i:17;i:1;i:31;}}}",955216588679999489,15625,1344,725,2018-01-21 18:12:36,We need to listen to the science and act urgently on the climate crisis. End the fossil fuel economy. Stop pillaging the earth for $$$,"Gundaroo, New South Wales",,0,1,1,0,698,588
n519,kayegreenleaf,,true,"a:3:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:7:""rlong62"";s:4:""name"";s:11:""Robert Long"";s:2:""id"";i:265941093;s:6:""id_str"";s:9:""265941093"";s:7:""indices"";a:2:{i:0;i:3;i:1;i:11;}}i:1;O:8:""stdClass"":5:{s:11:""screen_name"";s:10:""GeoffLeeMP"";s:4:""name"";s:12:""Geoff Lee MP"";s:2:""id"";i:221570520;s:6:""id_str"";s:9:""221570520"";s:7:""indices"";a:2:{i:0;i:14;i:1;i:25;}}i:2;O:8:""stdClass"":5:{s:11:""screen_name"";s:10:""racing_nsw"";s:4:""name"";s:10:""Racing NSW"";s:2:""id"";i:56629956;s:6:""id_str"";s:8:""56629956"";s:7:""indices"";a:2:{i:0;i:77;i:1;i:88;}}}",39461440,80719,502,595,2009-05-12 04:38:12,,"Sydney, Australia",,0,5,5,0,699,554
n520,mercernany,,true,"a:1:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:12:""RoseBJackson"";s:4:""name"";s:12:""Rose Jackson"";s:2:""id"";i:1248395071;s:6:""id_str"";s:10:""1248395071"";s:7:""indices"";a:2:{i:0;i:3;i:1;i:16;}}}",744796496315326465,112949,87,259,2016-06-20 03:38:17,,"Salisbury Heights, Adelaide",,0,0,0,324,700,296
n521,carrielillyjone,,true,"a:4:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:7:""ldhsRST"";s:4:""name"";s:16:""RST!✏️❤️"";s:2:""id"";i:3949808472;s:6:""id_str"";s:10:""3949808472"";s:7:""indices"";a:2:{i:0;i:3;i:1;i:11;}}i:1;O:8:""stdClass"":5:{s:11:""screen_name"";s:13:""LakeDallasISD"";s:4:""name"";s:15:""Lake Dallas ISD"";s:2:""id"";i:47540176;s:6:""id_str"";s:8:""47540176"";s:7:""indices"";a:2:{i:0;i:80;i:1;i:94;}}i:2;O:8:""stdClass"":5:{s:11:""screen_name"";s:14:""LakeDallasHigh"";s:4:""name"";s:16:""Lake Dallas High"";s:2:""id"";i:1506119478;s:6:""id_str"";s:10:""1506119478"";s:7:""indices"";a:2:{i:0;i:97;i:1;i:112;}}i:3;O:8:""stdClass"":5:{s:11:""screen_name"";s:13:""TAFE_Official"";s:4:""name"";s:4:""TAFE"";s:2:""id"";i:2500305260;s:6:""id_str"";s:10:""2500305260"";s:7:""indices"";a:2:{i:0;i:115;i:1;i:129;}}}",624103093,367,194,91,2012-07-01 17:25:16,"mom, wife, teacher","Corinth, TX",,0,3,3,217,701,200
n522,fms_3froto,,true,"a:1:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:7:""tafe_m7"";s:4:""name"";s:1:"","";s:2:""id"";i:938543297286504448;s:6:""id_str"";s:18:""938543297286504448"";s:7:""indices"";a:2:{i:0;i:0;i:1;i:8;}}}",993538915876458499,31931,9090,9262,2018-05-07 13:11:51,‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏تااخدوو كام بااكو... وتحبونا من جواكوو 🙆‍♀️🤸😎😂😂 ‎بتاع مساحه  ‎‎‎‎‎‎‎‎‎‎‎ 👷‍♂️ .🇹🇷,"#دوله_المطريه ",,0,1,1,325,703,376
n523,larajay66,,true,"a:1:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:13:""TAFEeducation"";s:4:""name"";s:11:""Adam Curlis"";s:2:""id"";i:2336306731;s:6:""id_str"";s:10:""2336306731"";s:7:""indices"";a:2:{i:0;i:3;i:1;i:17;}}}",519152293,33217,687,949,2012-03-08 22:48:11,"Carer for disabled, Autism advocate, mum, business owner and activist for a fair go. Busy busy life.  People are my passion! Love to travel far and wide.",,,0,0,0,326,704,297
n524,esc11cte,,true,"a:1:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:11:""CleburneCTE"";s:4:""name"";s:44:""Cleburne I.S.D. Career & Technical Education"";s:2:""id"";i:1024096750087417856;s:6:""id_str"";s:19:""1024096750087417856"";s:7:""indices"";a:2:{i:0;i:3;i:1;i:15;}}}",1103674546715066368,1112,126,141,2019-03-07 10:11:32,"ESC Region 11's Career & Technical Education Department promotes student enrollment in courses that prepare them for College, Career and Military Life.","White Settlement, TX",,0,0,0,327,705,298
n525,calandresms,,true,"a:4:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:8:""iambclay"";s:4:""name"";s:8:""Ms. Clay"";s:2:""id"";i:747225359863545856;s:6:""id_str"";s:18:""747225359863545856"";s:7:""indices"";a:2:{i:0;i:0;i:1;i:9;}}i:1;O:8:""stdClass"":5:{s:11:""screen_name"";s:11:""NISDSTEVENS"";s:4:""name"";s:11:""NISDSTEVENS"";s:2:""id"";i:2844463068;s:6:""id_str"";s:10:""2844463068"";s:7:""indices"";a:2:{i:0;i:10;i:1;i:22;}}i:2;O:8:""stdClass"":5:{s:11:""screen_name"";s:11:""Stevens_FCS"";s:4:""name"";s:14:""JP STEVENS FCS"";s:2:""id"";i:921724543454064640;s:6:""id_str"";s:18:""921724543454064640"";s:7:""indices"";a:2:{i:0;i:23;i:1;i:35;}}i:3;O:8:""stdClass"":5:{s:11:""screen_name"";s:8:""NISD_CTE"";s:4:""name"";s:8:""NISD_CTE"";s:2:""id"";i:778270015615148032;s:6:""id_str"";s:18:""778270015615148032"";s:7:""indices"";a:2:{i:0;i:36;i:1;i:45;}}}",1163636738130157568,451,182,54,2019-08-19 22:20:03,Stevens High School FCS Teacher,,,0,4,4,202,706,179
n526,stephrosemart,,true,"a:1:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:12:""RoseBJackson"";s:4:""name"";s:12:""Rose Jackson"";s:2:""id"";i:1248395071;s:6:""id_str"";s:10:""1248395071"";s:7:""indices"";a:2:{i:0;i:3;i:1;i:16;}}}",768057095534936064,31504,571,503,2016-08-23 08:07:36,,"Canberra, Australian Capital Territory",,0,0,0,328,707,299
n527,scucisd_cte,,true,"a:3:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:6:""SCFCS2"";s:4:""name"";s:5:""SCFCS"";s:2:""id"";i:761304645499097088;s:6:""id_str"";s:18:""761304645499097088"";s:7:""indices"";a:2:{i:0;i:3;i:1;i:10;}}i:1;O:8:""stdClass"":5:{s:11:""screen_name"";s:15:""SamuelClemensHS"";s:4:""name"";s:19:""Clemens High School"";s:2:""id"";i:1855352557;s:6:""id_str"";s:10:""1855352557"";s:7:""indices"";a:2:{i:0;i:101;i:1;i:117;}}i:2;O:8:""stdClass"":5:{s:11:""screen_name"";s:11:""scucisd_cte"";s:4:""name"";s:11:""SCUCISD CTE"";s:2:""id"";i:3121744148;s:6:""id_str"";s:10:""3121744148"";s:7:""indices"";a:2:{i:0;i:118;i:1;i:130;}}}",3121744148,2450,224,497,2015-03-31 17:35:31,,,,3,2,5,200,452,300
n528,shayni99,,true,"a:1:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:12:""RoseBJackson"";s:4:""name"";s:12:""Rose Jackson"";s:2:""id"";i:1248395071;s:6:""id_str"";s:10:""1248395071"";s:7:""indices"";a:2:{i:0;i:3;i:1;i:16;}}}",494705073,11487,117,162,2012-02-17 00:20:43,,Sydney,,0,0,0,329,708,301
n529,grantavery6,,true,"a:1:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:12:""RoseBJackson"";s:4:""name"";s:12:""Rose Jackson"";s:2:""id"";i:1248395071;s:6:""id_str"";s:10:""1248395071"";s:7:""indices"";a:2:{i:0;i:3;i:1;i:16;}}}",1147308808944771072,3331,141,31,2019-07-05 20:58:30,"Xero obsessed, cloud loving business advisor, life long metalhead and change advocate, wanting to leave the world a better place for others",,,0,0,0,330,709,302
n530,shumack_trish,,true,"a:1:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:13:""TAFEeducation"";s:4:""name"";s:11:""Adam Curlis"";s:2:""id"";i:2336306731;s:6:""id_str"";s:10:""2336306731"";s:7:""indices"";a:2:{i:0;i:3;i:1;i:17;}}}",777155731833237507,106866,1365,1476,2016-09-17 10:42:20,"Human Rights, climate change and equality. No racism",,,0,0,0,331,710,303
n531,nitswirwin,,true,a:0:{},2189666984,452116,3213,26003,2013-11-12 00:21:27,different not less // treat people with kindness,22 • she/her • aus,,0,0,0,332,711,304
n532,nisdcte,,true,"a:1:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:8:""BnhsTafe"";s:4:""name"";s:21:""BNHS-Ed&Coaching/TAFE"";s:2:""id"";i:1223273012163682306;s:6:""id_str"";s:19:""1223273012163682306"";s:7:""indices"";a:2:{i:0;i:3;i:1;i:12;}}}",3058818288,8667,452,1112,2015-03-02 19:06:07,Aspire. Advance. Achieve. https://t.co/Z88DaWjrFe,,,3,4,7,95,423,583
n533,kaceykells,,true,"a:1:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:12:""Trevor8Hobbs"";s:4:""name"";s:12:""Trevor Hobbs"";s:2:""id"";i:97777729;s:6:""id_str"";s:8:""97777729"";s:7:""indices"";a:2:{i:0;i:3;i:1;i:16;}}}",1497738242,436008,9851,14608,2013-06-10 04:34:29,"Author of 'KELLCEY'. From Victoria BC, I now live in London UK. I love fashion, books and feel concerned with women's rights #MeToo 🇨🇦🇬🇧",London UK,,0,0,0,333,712,305
n534,joepranaitis,,true,"a:1:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:12:""Trevor8Hobbs"";s:4:""name"";s:12:""Trevor Hobbs"";s:2:""id"";i:97777729;s:6:""id_str"";s:8:""97777729"";s:7:""indices"";a:2:{i:0;i:3;i:1;i:16;}}}",34065444,1036119,39926,36300,2009-04-21 18:17:23,"#Author,#Film #Producer, & Co-Owner of Shareef Entertainment LLC. https://t.co/JtxLGTGkty https://t.co/c8VU7MMIjA",Whiting IN/LA,,0,0,0,334,713,306
n535,porterspartans,,true,"a:1:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:8:""Bespitia"";s:4:""name"";s:14:""Brandi Espitia"";s:2:""id"";i:37449566;s:6:""id_str"";s:8:""37449566"";s:7:""indices"";a:2:{i:0;i:3;i:1;i:12;}}}",786954331211784192,2553,107,1037,2016-10-14 11:38:28,,,,3,4,7,95,461,583
n536,fcotta63,,true,"a:1:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:12:""Trevor8Hobbs"";s:4:""name"";s:12:""Trevor Hobbs"";s:2:""id"";i:97777729;s:6:""id_str"";s:8:""97777729"";s:7:""indices"";a:2:{i:0;i:3;i:1;i:16;}}}",2804227880,548699,17343,17488,2014-09-11 15:50:28,https://t.co/AN2wQS2MDQ?amp=1 Amazon,www.fernandocotta.es,,0,0,0,335,714,307
n537,quicke_uk,,true,a:0:{},3825469024,1673,265,425,2015-09-30 11:54:13,Your front loader manufacturer. Member of JOST World. Providing the most comprehensive product ranges of agricultural machinery. #WorkSmarterNotHarder,,,0,0,0,336,715,308
n538,laceypresley1,,true,"a:1:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:11:""Andrews_ISD"";s:4:""name"";s:11:""Andrews ISD"";s:2:""id"";i:754743148593635328;s:6:""id_str"";s:18:""754743148593635328"";s:7:""indices"";a:2:{i:0;i:3;i:1;i:15;}}}",1180166498117197824,382,65,60,2019-10-04 13:03:25,,,,0,0,0,337,716,309
n539,waxahachieisd,,true,"a:1:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:8:""WISD_CTE"";s:4:""name"";s:14:""Waxahachie CTE"";s:2:""id"";i:3307137884;s:6:""id_str"";s:10:""3307137884"";s:7:""indices"";a:2:{i:0;i:3;i:1;i:12;}}}",70464696,24826,217,7486,2009-08-31 14:35:19,K-12 Public School District in North Texas.  This profile is maintained by the Office of Public Relations | info@wisd.org or 972.923.4631,"Waxahachie, Texas",,1,0,1,95,470,583
n540,dexcamer,,true,"a:2:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:11:""zanzibar197"";s:4:""name"";s:13:""Not happy Jan"";s:2:""id"";i:1669053787;s:6:""id_str"";s:10:""1669053787"";s:7:""indices"";a:2:{i:0;i:3;i:1;i:15;}}i:1;O:8:""stdClass"":5:{s:11:""screen_name"";s:13:""TAFEeducation"";s:4:""name"";s:11:""Adam Curlis"";s:2:""id"";i:2336306731;s:6:""id_str"";s:10:""2336306731"";s:7:""indices"";a:2:{i:0;i:17;i:1;i:31;}}}",1494467113,6072,788,74,2013-06-08 22:22:17,much the same - retweets are of interest & not my opinion,"New South Wales, Australia",,0,1,1,0,717,588
n541,phil_b7,,true,"a:1:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:15:""KateRWashington"";s:4:""name"";s:18:""Kate Washington MP"";s:2:""id"";i:2380223436;s:6:""id_str"";s:10:""2380223436"";s:7:""indices"";a:2:{i:0;i:3;i:1;i:19;}}}",79062928,244457,3840,3631,2009-10-01 21:47:05,"PMO is star chamber of conservative political operatives. Execs from Crosby Textor, Lib Party, NewsCorp, Min Council. They command & control EVERYTHING",South East Queensland,,0,1,1,0,718,554
n542,samanthaaaruizz,,true,a:0:{},1361336533366829060,16,27,3,2021-02-15 10:28:31,"hii, Remember that you are loved, if you are struggling with anything feel free to message me. 🤍","Hereford, TX",,0,0,0,338,719,310
n543,sfecich,,true,"a:1:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:10:""tafe_state"";s:4:""name"";s:4:""TAFE"";s:2:""id"";i:1367316695669497856;s:6:""id_str"";s:19:""1367316695669497856"";s:7:""indices"";a:2:{i:0;i:44;i:1;i:55;}}}",174671240,36406,9158,9014,2010-08-04 10:31:51,"🍎 Education Professor |📘 Author| 🎙Educational Speaker|💡I help #futureteachers crush college, slay #studentteaching, & find a job | 🎧 #EduMagic Podcast Host","Pennsylvania, USA",,0,1,1,95,720,583
n544,annabrown_anna,,true,"a:1:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:12:""RoseBJackson"";s:4:""name"";s:12:""Rose Jackson"";s:2:""id"";i:1248395071;s:6:""id_str"";s:10:""1248395071"";s:7:""indices"";a:2:{i:0;i:3;i:1;i:16;}}}",2720120628,5049,78,30,2014-08-09 17:00:17,Grandmother,,,0,0,0,339,721,311
n545,mimispins55,,true,"a:1:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:13:""TAFEeducation"";s:4:""name"";s:11:""Adam Curlis"";s:2:""id"";i:2336306731;s:6:""id_str"";s:10:""2336306731"";s:7:""indices"";a:2:{i:0;i:3;i:1;i:17;}}}",2885984394,7374,294,129,2014-11-01 04:32:49,,,,0,1,1,0,722,554
n546,simpsubhswf,,true,"a:1:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:10:""jihaddibmp"";s:4:""name"";s:12:""Jihad Dib MP"";s:2:""id"";i:3123674845;s:6:""id_str"";s:10:""3123674845"";s:7:""indices"";a:2:{i:0;i:3;i:1;i:14;}}}",59019518,106117,1327,2394,2009-07-21 23:21:11,Sometimes I'm outraged sometimes I'm laughing. I live on Dharawal land but my ❤️belongs to Wiradjuri country. No religion please. #HughesDeservesBetter,"Sydney, New South Wales",,0,1,1,0,723,554
n547,odees2,,true,"a:1:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:13:""TAFEeducation"";s:4:""name"";s:11:""Adam Curlis"";s:2:""id"";i:2336306731;s:6:""id_str"";s:10:""2336306731"";s:7:""indices"";a:2:{i:0;i:3;i:1;i:17;}}}",125911039,19052,1130,438,2010-03-24 03:07:02,"Aussie,🎨Artist, primarily encaustic and also acrylic artworks.",,,0,1,1,0,724,554
n548,bec16807489,,true,"a:1:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:10:""jihaddibmp"";s:4:""name"";s:12:""Jihad Dib MP"";s:2:""id"";i:3123674845;s:6:""id_str"";s:10:""3123674845"";s:7:""indices"";a:2:{i:0;i:3;i:1;i:14;}}}",1346895272559841281,9736,768,211,2021-01-06 14:04:06,,"Melbourne, Victoria",,0,1,1,0,725,554
n549,lilredandy,,true,"a:1:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:13:""TAFEeducation"";s:4:""name"";s:11:""Adam Curlis"";s:2:""id"";i:2336306731;s:6:""id_str"";s:10:""2336306731"";s:7:""indices"";a:2:{i:0;i:3;i:1;i:17;}}}",630031932,81970,1258,731,2012-07-08 02:06:29,👁,"Melbourne, Victoria",,0,1,1,0,726,554
n550,aretzy21,,true,"a:4:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:7:""ldhsRST"";s:4:""name"";s:16:""RST!✏️❤️"";s:2:""id"";i:3949808472;s:6:""id_str"";s:10:""3949808472"";s:7:""indices"";a:2:{i:0;i:3;i:1;i:11;}}i:1;O:8:""stdClass"":5:{s:11:""screen_name"";s:13:""LakeDallasISD"";s:4:""name"";s:15:""Lake Dallas ISD"";s:2:""id"";i:47540176;s:6:""id_str"";s:8:""47540176"";s:7:""indices"";a:2:{i:0;i:80;i:1;i:94;}}i:2;O:8:""stdClass"":5:{s:11:""screen_name"";s:14:""LakeDallasHigh"";s:4:""name"";s:16:""Lake Dallas High"";s:2:""id"";i:1506119478;s:6:""id_str"";s:10:""1506119478"";s:7:""indices"";a:2:{i:0;i:97;i:1;i:112;}}i:3;O:8:""stdClass"":5:{s:11:""screen_name"";s:13:""TAFE_Official"";s:4:""name"";s:4:""TAFE"";s:2:""id"";i:2500305260;s:6:""id_str"";s:10:""2500305260"";s:7:""indices"";a:2:{i:0;i:115;i:1;i:129;}}}",1177565603911151616,2,20,6,2019-09-27 08:48:22,i got a borin life 🤦🏼‍♂️,"Lake Dallas, TX",,0,3,3,217,727,200
n551,addcount,,true,"a:2:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:13:""TAFEeducation"";s:4:""name"";s:11:""Adam Curlis"";s:2:""id"";i:2336306731;s:6:""id_str"";s:10:""2336306731"";s:7:""indices"";a:2:{i:0;i:3;i:1;i:17;}}i:1;O:8:""stdClass"":5:{s:11:""screen_name"";s:11:""JodiMcKayMP"";s:4:""name"";s:10:""Jodi McKay"";s:2:""id"";i:2495851202;s:6:""id_str"";s:10:""2495851202"";s:7:""indices"";a:2:{i:0;i:20;i:1;i:32;}}}",306754622,122009,4999,4009,2011-05-28 07:39:23,"Have sat back, watched and listened. Have decided that no point whinging about 1%, LNP corruption and politician entitlements. This is where I have my say.","Mount Gambier, South Australia",,0,1,1,0,728,531
n552,jayp0824,,true,"a:1:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:10:""jihaddibmp"";s:4:""name"";s:12:""Jihad Dib MP"";s:2:""id"";i:3123674845;s:6:""id_str"";s:10:""3123674845"";s:7:""indices"";a:2:{i:0;i:3;i:1;i:14;}}}",1116544898,13506,421,179,2013-01-24 06:23:03,,Australia,,0,0,0,340,729,312
n553,aflohm,,true,"a:2:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:13:""TAFEeducation"";s:4:""name"";s:11:""Adam Curlis"";s:2:""id"";i:2336306731;s:6:""id_str"";s:10:""2336306731"";s:7:""indices"";a:2:{i:0;i:3;i:1;i:17;}}i:1;O:8:""stdClass"":5:{s:11:""screen_name"";s:10:""jihaddibmp"";s:4:""name"";s:12:""Jihad Dib MP"";s:2:""id"";i:3123674845;s:6:""id_str"";s:10:""3123674845"";s:7:""indices"";a:2:{i:0;i:104;i:1;i:115;}}}",1746095910,2207,212,421,2013-09-07 07:53:54,"Senior Vice President, NSW Teachers Federation",,,0,1,1,0,730,554
n554,yjltoo,,true,"a:1:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:13:""TAFEeducation"";s:4:""name"";s:11:""Adam Curlis"";s:2:""id"";i:2336306731;s:6:""id_str"";s:10:""2336306731"";s:7:""indices"";a:2:{i:0;i:3;i:1;i:17;}}}",266919237,42493,331,153,2011-03-15 21:27:52,,,,0,1,1,0,731,554
n555,bronya91205340,,true,"a:1:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:13:""TAFEeducation"";s:4:""name"";s:11:""Adam Curlis"";s:2:""id"";i:2336306731;s:6:""id_str"";s:10:""2336306731"";s:7:""indices"";a:2:{i:0;i:3;i:1;i:17;}}}",1197480474181943297,17105,691,283,2019-11-21 06:43:03,"Educator, sometime poet, art and drama tragic, History buff #home to Bilo","Sydney, New South Wales",,0,1,1,0,732,554
n556,equityfair,,true,"a:1:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:8:""CourtRum"";s:4:""name"";s:14:""Rum Corp Rules"";s:2:""id"";i:1356818881063473157;s:6:""id_str"";s:19:""1356818881063473157"";s:7:""indices"";a:2:{i:0;i:3;i:1;i:12;}}}",1103721794643537921,16522,914,227,2019-03-07 13:19:16,"Comments posted are independent, personal views and opinions and in no way reflect the views of my employer. RTs are not necessarily endorsements.",,,0,4,4,0,733,554
n557,timmyer54365400,,true,"a:2:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:13:""CollingwoodFC"";s:4:""name"";s:14:""Collingwood FC"";s:2:""id"";i:27984953;s:6:""id_str"";s:8:""27984953"";s:7:""indices"";a:2:{i:0;i:0;i:1;i:14;}}i:1;O:8:""stdClass"":5:{s:11:""screen_name"";s:4:""7AFL"";s:4:""name"";s:4:""7AFL"";s:2:""id"";i:1250120150;s:6:""id_str"";s:10:""1250120150"";s:7:""indices"";a:2:{i:0;i:15;i:1;i:20;}}}",1293455440362143745,1113,163,34,2020-08-12 03:53:17,Go with the flow!,"Melbourne, Victoria",,0,2,2,341,736,573
n558,popcoin3,,true,a:0:{},968018341016170496,142088,5003,1430,2018-02-26 02:02:12,I'm here so it must be all over kids. Just picking over the carcass 😬,,,0,0,0,342,737,313
n559,loei09604771,,true,"a:1:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:13:""TAFEeducation"";s:4:""name"";s:11:""Adam Curlis"";s:2:""id"";i:2336306731;s:6:""id_str"";s:10:""2336306731"";s:7:""indices"";a:2:{i:0;i:3;i:1;i:17;}}}",1303448886099419136,5926,152,87,2020-09-08 17:43:48,,,,0,1,1,0,738,554
n560,sulphurcocky1,,true,"a:1:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:11:""drspacejunk"";s:4:""name"";s:12:""Alice Gorman"";s:2:""id"";i:192511759;s:6:""id_str"";s:9:""192511759"";s:7:""indices"";a:2:{i:0;i:0;i:1;i:12;}}}",1007900407538962433,26177,267,123,2018-06-16 04:19:17,"Understanding is the Purpose of Meaning.  #OccupyMiddleGround  #FunctionFirst  Don't change for the sake of change.  ♂️ 🇦🇺 🗣️English, Politic ➡️🔲⬅️ middle.",🇦🇺 Australia,,0,1,1,343,740,576
n561,annabel_doherty,,true,a:0:{},1258669891499905024,1400,361,65,2020-05-08 04:07:50,Got a geology degree - not a geologist. Got a law degree - not a solicitor.  Got a trouble making degree - I am an Advocate Living on Anaiwan land,,,0,0,0,344,741,314
n562,schuaigert_21,,true,"a:1:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:9:""_oliver00"";s:4:""name"";s:10:""oliver "";s:2:""id"";i:1071956723433377793;s:6:""id_str"";s:19:""1071956723433377793"";s:7:""indices"";a:2:{i:0;i:0;i:1;i:10;}}}",1209320582539599873,891,119,132,2019-12-23 22:51:17,🙏Tudo posso naquele que me fortalece🙏,"São José dos Pinhais, Brasil",,0,1,1,345,743,315
n563,kirushanr,,true,"a:1:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:7:""AusCERT"";s:4:""name"";s:7:""AusCERT"";s:2:""id"";i:34204102;s:6:""id_str"";s:8:""34204102"";s:7:""indices"";a:2:{i:0;i:48;i:1;i:56;}}}",140829128,20137,1983,547,2010-05-06 09:29:48,Hmmm,World Wide Web,,0,1,1,346,745,560
n564,bnhstafe,,true,a:0:{},1223273012163682306,46,16,25,2020-01-31 10:53:20,Byron Nelson High School’s Education and Coaching Pathway and chapter of TAFE (Texas Association of Future Educators),"Trophy Club, TX",,0,1,1,95,746,583
n565,pointer_tuck,,true,a:0:{},1142330499697741824,4793,379,256,2019-06-22 03:16:29,"tuck pointing enthusiast, may discuss champagne, rum and beer occasionally. stkilda fc, warning infantile and puerile","Melbourne, Victoria",,1,0,1,347,747,316
n566,stevekinlan,,true,"a:2:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:14:""BroHilderchump"";s:4:""name"";s:25:""Phteven with a pee haitch"";s:2:""id"";i:1175935471404240896;s:6:""id_str"";s:19:""1175935471404240896"";s:7:""indices"";a:2:{i:0;i:0;i:1;i:15;}}i:1;O:8:""stdClass"":5:{s:11:""screen_name"";s:12:""pointer_tuck"";s:4:""name"";s:13:""tuck and tape"";s:2:""id"";i:1142330499697741824;s:6:""id_str"";s:19:""1142330499697741824"";s:7:""indices"";a:2:{i:0;i:16;i:1;i:29;}}}",2427181927,56437,957,2194,2014-04-04 08:07:48,"Living in the UK these days. Still have ties to OZ. Human rights, animal welfare, a free Palestine. BSc(Health)",UK & Melbourne,,0,2,2,347,749,316
