Id,Label,timeset,0,1,2,3,4,5,6,7,8,9,indegree,outdegree,Degree,modularity_class,weighted indegree,weighted outdegree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub
n610,vwhawkesbury,,true,"a:2:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:13:""The1770Impact"";s:4:""name"";s:16:""constitutionwalk"";s:2:""id"";i:282854342;s:6:""id_str"";s:9:""282854342"";s:7:""indices"";a:2:{i:0;i:3;i:1;i:17;}}i:1;O:8:""stdClass"":5:{s:11:""screen_name"";s:12:""VWHawkesbury"";s:4:""name"";s:24:""I live in the Hawkesbury"";s:2:""id"";i:2868891636;s:6:""id_str"";s:10:""2868891636"";s:7:""indices"";a:2:{i:0;i:19;i:1;i:32;}}}",2868891636,52140,1085,668,2014-10-21 09:16:48,No bullshit.  Transparency. Facts. Evidence. Accountability.,,,6,1,7,11,6,1,7,0,0,0,0,0.068204,0
n612,kay1denise,,true,"a:3:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:13:""TAFEeducation"";s:4:""name"";s:11:""Adam Curlis"";s:2:""id"";i:2336306731;s:6:""id_str"";s:10:""2336306731"";s:7:""indices"";a:2:{i:0;i:3;i:1;i:17;}}i:1;O:8:""stdClass"":5:{s:11:""screen_name"";s:10:""GeoffLeeMP"";s:4:""name"";s:12:""Geoff Lee MP"";s:2:""id"";i:221570520;s:6:""id_str"";s:9:""221570520"";s:7:""indices"";a:2:{i:0;i:97;i:1;i:108;}}i:2;O:8:""stdClass"":5:{s:11:""screen_name"";s:10:""jihaddibmp"";s:4:""name"";s:12:""Jihad Dib MP"";s:2:""id"";i:3123674845;s:6:""id_str"";s:10:""3123674845"";s:7:""indices"";a:2:{i:0;i:109;i:1;i:120;}}}",412918771,37621,1615,558,2011-11-15 03:40:26,Ngunnawal country. cranky old girl. wildlife Carer . mostly birds & flying foxes. passionate about politics.,,,0,2,2,2,0,2,2,1,1,1,0,0,0.019555
n615,investintafe,,true,"a:2:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:10:""abennett41"";s:4:""name"";s:15:""Annette Bennett"";s:2:""id"";i:1220309802;s:6:""id_str"";s:10:""1220309802"";s:7:""indices"";a:2:{i:0;i:3;i:1;i:14;}}i:1;O:8:""stdClass"":5:{s:11:""screen_name"";s:11:""TeachersFed"";s:4:""name"";s:19:""Teachers Federation"";s:2:""id"";i:312023933;s:6:""id_str"";s:9:""312023933"";s:7:""indices"";a:2:{i:0;i:16;i:1;i:28;}}}",240939862,42637,3704,3046,2011-01-20 21:38:40,"Guarantee TAFE funding, oppose the privatisation of TAFE courses, and stop fee and debt increases for TAFE students.",NSW,,0,15,15,8,0,15,15,3,0.535714,0.577778,0,0,0.13474
n616,robertl08416601,,true,"a:2:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:11:""zanzibar197"";s:4:""name"";s:13:""Not happy Jan"";s:2:""id"";i:1669053787;s:6:""id_str"";s:10:""1669053787"";s:7:""indices"";a:2:{i:0;i:3;i:1;i:15;}}i:1;O:8:""stdClass"":5:{s:11:""screen_name"";s:13:""TAFEeducation"";s:4:""name"";s:11:""Adam Curlis"";s:2:""id"";i:2336306731;s:6:""id_str"";s:10:""2336306731"";s:7:""indices"";a:2:{i:0;i:17;i:1;i:31;}}}",1221030098238730241,8217,1350,414,2020-01-25 06:21:16,TAFE students inflicted with higher fees & Debt. TAFE college have closed & thousands of TAFE teachers made redundant. We must guarantee TAFE funding now.,,,0,19,19,8,0,19,19,3,0.547619,0.597826,0,0,0.151716
n617,stelladevulder,,true,"a:1:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:11:""TeachersFed"";s:4:""name"";s:19:""Teachers Federation"";s:2:""id"";i:312023933;s:6:""id_str"";s:9:""312023933"";s:7:""indices"";a:2:{i:0;i:3;i:1;i:15;}}}",270725238,59919,847,675,2011-03-23 00:13:40,Publicist | architecture advocate | student of philosophy | these views are my own,"Sydney, Australia",,0,8,8,8,0,8,8,4,0.447761,0.491667,0,0,0.070069
n618,charleshawa,,true,"a:2:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:11:""charleshawa"";s:4:""name"";s:14:""Charles Wright"";s:2:""id"";i:1850166343;s:6:""id_str"";s:10:""1850166343"";s:7:""indices"";a:2:{i:0;i:3;i:1;i:15;}}i:1;O:8:""stdClass"":5:{s:11:""screen_name"";s:11:""JodiMcKayMP"";s:4:""name"";s:10:""Jodi McKay"";s:2:""id"";i:2495851202;s:6:""id_str"";s:10:""2495851202"";s:7:""indices"";a:2:{i:0;i:17;i:1;i:29;}}}",1850166343,16935,633,252,2013-09-09 22:48:32,Anthropologist and World Traveller,,,0,1,1,6,0,1,1,1,1,1,0,0,0.010009
n620,docwsjames,,true,"a:1:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:11:""TeachersFed"";s:4:""name"";s:19:""Teachers Federation"";s:2:""id"";i:312023933;s:6:""id_str"";s:9:""312023933"";s:7:""indices"";a:2:{i:0;i:3;i:1;i:15;}}}",2344678944,320379,1633,1143,2014-02-15 01:47:52,"Live Life, we get 1. Swear, not shout. Well Travelled. Don’t be afraid of 📚, Learning & Study - TAFE Cert 3 to Uni PhD. 🇦🇺 lived/ worked in🇨🇳 🇮🇩 🇯🇵",Never ask it may surprise you,,0,4,4,8,0,4,4,4,0.351562,0.376852,0,0,0.035844
n621,yakillinme1,,true,"a:3:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:13:""TAFEeducation"";s:4:""name"";s:11:""Adam Curlis"";s:2:""id"";i:2336306731;s:6:""id_str"";s:10:""2336306731"";s:7:""indices"";a:2:{i:0;i:3;i:1;i:17;}}i:1;O:8:""stdClass"":5:{s:11:""screen_name"";s:10:""GeoffLeeMP"";s:4:""name"";s:12:""Geoff Lee MP"";s:2:""id"";i:221570520;s:6:""id_str"";s:9:""221570520"";s:7:""indices"";a:2:{i:0;i:97;i:1;i:108;}}i:2;O:8:""stdClass"":5:{s:11:""screen_name"";s:10:""jihaddibmp"";s:4:""name"";s:12:""Jihad Dib MP"";s:2:""id"";i:3123674845;s:6:""id_str"";s:10:""3123674845"";s:7:""indices"";a:2:{i:0;i:109;i:1;i:120;}}}",1325936120538882048,10248,2465,578,2020-11-09 17:59:59,,,,0,2,2,2,0,2,2,1,1,1,0,0,0.019555
n622,bazzio101,,true,"a:3:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:13:""cheryl_kernot"";s:4:""name"";s:13:""Cheryl Kernot"";s:2:""id"";i:711750460932141056;s:6:""id_str"";s:18:""711750460932141056"";s:7:""indices"";a:2:{i:0;i:0;i:1;i:14;}}i:1;O:8:""stdClass"":5:{s:11:""screen_name"";s:13:""MikeCarlton01"";s:4:""name"";s:12:""Mike Carlton"";s:2:""id"";i:160856325;s:6:""id_str"";s:9:""160856325"";s:7:""indices"";a:2:{i:0;i:15;i:1;i:29;}}i:2;O:8:""stdClass"":5:{s:11:""screen_name"";s:9:""MrDenmore"";s:4:""name"";s:10:""Mr Denmore"";s:2:""id"";i:23293734;s:6:""id_str"";s:8:""23293734"";s:7:""indices"";a:2:{i:0;i:30;i:1;i:40;}}}",467130216,96194,348,768,2012-01-17 23:32:19,Always remember that we live on a tiny rock in an unimaginably large Universe,"Mount Colah, Sydney",,0,3,3,7,0,3,3,1,1,1,0,0,0.002331
n623,sunnysparks01,,true,"a:3:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:13:""TAFEeducation"";s:4:""name"";s:11:""Adam Curlis"";s:2:""id"";i:2336306731;s:6:""id_str"";s:10:""2336306731"";s:7:""indices"";a:2:{i:0;i:3;i:1;i:17;}}i:1;O:8:""stdClass"":5:{s:11:""screen_name"";s:10:""GeoffLeeMP"";s:4:""name"";s:12:""Geoff Lee MP"";s:2:""id"";i:221570520;s:6:""id_str"";s:9:""221570520"";s:7:""indices"";a:2:{i:0;i:97;i:1;i:108;}}i:2;O:8:""stdClass"":5:{s:11:""screen_name"";s:10:""jihaddibmp"";s:4:""name"";s:12:""Jihad Dib MP"";s:2:""id"";i:3123674845;s:6:""id_str"";s:10:""3123674845"";s:7:""indices"";a:2:{i:0;i:109;i:1;i:120;}}}",1157082737586556932,44458,716,481,2019-08-01 20:16:36,"Wear a mask you should, wash hands, keep your distance! The COVID virus does not move, people move,do you understand ? 😷..Oh & current lnp unfit for purpose.","Dja Dja Wurrung Country ",,0,4,4,2,0,4,4,1,1,1,0,0,0.033229
n630,pckj3627,,true,"a:1:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:13:""ShoebridgeMLC"";s:4:""name"";s:16:""David Shoebridge"";s:2:""id"";i:55117013;s:6:""id_str"";s:8:""55117013"";s:7:""indices"";a:2:{i:0;i:3;i:1;i:17;}}}",2611093651,914812,5727,7657,2014-07-08 01:11:34,Survivor R003493 Cath Inst Abuse Catholic Mafia/Papal Knts Water theft LG Book UNFORESEEN WARRIOR WOMAN via DM Opinions my own RTs not endorsements,Country NSW,,0,2,2,8,0,2,2,4,0.346154,0.362037,0,0,0.015287
n631,tilleyfab,,true,"a:1:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:13:""ShoebridgeMLC"";s:4:""name"";s:16:""David Shoebridge"";s:2:""id"";i:55117013;s:6:""id_str"";s:8:""55117013"";s:7:""indices"";a:2:{i:0;i:3;i:1;i:17;}}}",2150172823,138521,2232,1765,2013-10-22 23:40:28,,"Sydney, New South Wales",,0,4,4,2,0,4,4,4,0.434783,0.465741,0,0,0.040725
n639,michaelcollins,,true,"a:3:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:13:""StewLittlePSA"";s:4:""name"";s:14:""Stewart Little"";s:2:""id"";i:4042157893;s:6:""id_str"";s:10:""4042157893"";s:7:""indices"";a:2:{i:0;i:3;i:1;i:17;}}i:1;O:8:""stdClass"":5:{s:11:""screen_name"";s:13:""StewLittlePSA"";s:4:""name"";s:14:""Stewart Little"";s:2:""id"";i:4042157893;s:6:""id_str"";s:10:""4042157893"";s:7:""indices"";a:2:{i:0;i:19;i:1;i:33;}}i:2;O:8:""stdClass"":5:{s:11:""screen_name"";s:15:""MarjorieSONeill"";s:4:""name"";s:19:""Dr Marjorie O'Neill"";s:2:""id"";i:145925486;s:6:""id_str"";s:9:""145925486"";s:7:""indices"";a:2:{i:0;i:70;i:1;i:86;}}}",13808562,175728,4996,939,2008-02-22 01:36:54,Disclaimer: Views expressed are personal. RTs do not equal endorsement.,,,0,4,4,6,0,4,4,1,1,1,0,0,0.006288
n642,robyninthestix,,true,"a:2:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:10:""Repealist_"";s:4:""name"";s:18:""Shubhangi Karmakar"";s:2:""id"";i:4615306949;s:6:""id_str"";s:10:""4615306949"";s:7:""indices"";a:2:{i:0;i:0;i:1;i:11;}}i:1;O:8:""stdClass"":5:{s:11:""screen_name"";s:9:""FatherBob"";s:4:""name"";s:9:""FatherBob"";s:2:""id"";i:9560992;s:6:""id_str"";s:7:""9560992"";s:7:""indices"";a:2:{i:0;i:12;i:1;i:22;}}}",102596816,19397,186,845,2010-01-07 01:24:37,60 plus year old grandmother who is mad for cats. Living on Wadawurrung land. And apparently a member of the loony left. I craft for sanity.,Central Highlands Victoria,,0,2,2,2,0,2,2,4,0.372951,0.39652,0,0,0.005974
n663,gaildianne1,,true,"a:2:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:15:""ScottMorrisonMP"";s:4:""name"";s:14:""Scott Morrison"";s:2:""id"";i:34116377;s:6:""id_str"";s:8:""34116377"";s:7:""indices"";a:2:{i:0;i:0;i:1;i:16;}}i:1;O:8:""stdClass"":5:{s:11:""screen_name"";s:7:""GladysB"";s:4:""name"";s:18:""Gladys Berejiklian"";s:2:""id"";i:704882735815401472;s:6:""id_str"";s:18:""704882735815401472"";s:7:""indices"";a:2:{i:0;i:88;i:1;i:96;}}}",1274092769426849793,1782,538,138,2020-06-19 17:32:55,"I believe in saving the planet, saving lives, science and caring for others. The Worimi are the traditional owners of my area and I’m grateful to the Worimi","New South Wales, Australia",,0,2,2,10,0,2,2,1,1,1,0,0,0.015106
n672,tony_ogrady,,true,"a:3:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:13:""TAFEeducation"";s:4:""name"";s:11:""Adam Curlis"";s:2:""id"";i:2336306731;s:6:""id_str"";s:10:""2336306731"";s:7:""indices"";a:2:{i:0;i:3;i:1;i:17;}}i:1;O:8:""stdClass"":5:{s:11:""screen_name"";s:10:""GeoffLeeMP"";s:4:""name"";s:12:""Geoff Lee MP"";s:2:""id"";i:221570520;s:6:""id_str"";s:9:""221570520"";s:7:""indices"";a:2:{i:0;i:97;i:1;i:108;}}i:2;O:8:""stdClass"":5:{s:11:""screen_name"";s:10:""jihaddibmp"";s:4:""name"";s:12:""Jihad Dib MP"";s:2:""id"";i:3123674845;s:6:""id_str"";s:10:""3123674845"";s:7:""indices"";a:2:{i:0;i:109;i:1;i:120;}}}",47625124,12685,231,159,2009-06-16 09:38:27,"Father, cyclist, Digital/IT/Dev specialist.","Adelaide, Australia",,0,4,4,2,0,4,4,4,0.434783,0.465741,0,0,0.040467
n673,jgwaight,,true,"a:3:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:12:""HunterUnions"";s:4:""name"";s:14:""Hunter Workers"";s:2:""id"";i:2731413541;s:6:""id_str"";s:10:""2731413541"";s:7:""indices"";a:2:{i:0;i:81;i:1;i:94;}}i:1;O:8:""stdClass"":5:{s:11:""screen_name"";s:11:""TeachersFed"";s:4:""name"";s:19:""Teachers Federation"";s:2:""id"";i:312023933;s:6:""id_str"";s:9:""312023933"";s:7:""indices"";a:2:{i:0;i:95;i:1;i:107;}}i:2;O:8:""stdClass"":5:{s:11:""screen_name"";s:12:""TAFECampaign"";s:4:""name"";s:12:""TAFECampaign"";s:2:""id"";i:364598854;s:6:""id_str"";s:9:""364598854"";s:7:""indices"";a:2:{i:0;i:108;i:1;i:121;}}}",717429523,478,134,184,2012-07-26 01:00:10,NSWTF Officer,"Newcastle, New South Wales",,20,5,25,8,20,5,25,4,0.353175,0.379213,48.933333,0.15443,0.024968
n675,richardhayes97,,true,"a:1:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:14:""DanTehanWannon"";s:4:""name"";s:9:""Dan Tehan"";s:2:""id"";i:139052672;s:6:""id_str"";s:9:""139052672"";s:7:""indices"";a:2:{i:0;i:261;i:1;i:276;}}}",881573864,18,11,1,2012-10-15 00:52:26,,"Sydney NSW  Australia ",,0,1,1,2,0,1,1,1,1,1,0,0,0.001656
n680,scottdcox,,true,"a:4:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:8:""jgwaight"";s:4:""name"";s:8:""jgwaight"";s:2:""id"";i:717429523;s:6:""id_str"";s:9:""717429523"";s:7:""indices"";a:2:{i:0;i:3;i:1;i:12;}}i:1;O:8:""stdClass"":5:{s:11:""screen_name"";s:12:""HunterUnions"";s:4:""name"";s:14:""Hunter Workers"";s:2:""id"";i:2731413541;s:6:""id_str"";s:10:""2731413541"";s:7:""indices"";a:2:{i:0;i:95;i:1;i:108;}}i:2;O:8:""stdClass"":5:{s:11:""screen_name"";s:11:""TeachersFed"";s:4:""name"";s:19:""Teachers Federation"";s:2:""id"";i:312023933;s:6:""id_str"";s:9:""312023933"";s:7:""indices"";a:2:{i:0;i:109;i:1;i:121;}}i:3;O:8:""stdClass"":5:{s:11:""screen_name"";s:12:""TAFECampaign"";s:4:""name"";s:12:""TAFECampaign"";s:2:""id"";i:364598854;s:6:""id_str"";s:9:""364598854"";s:7:""indices"";a:2:{i:0;i:122;i:1;i:135;}}}",572506071,5845,68,67,2012-05-06 04:13:31,Advocate for Public Education. True equality for all. Fed Rep. Unionist. All opinions are my own,,,0,3,3,4,0,3,3,4,0.352941,0.375,0,0,0.017487
n682,artgirllaura,,true,"a:1:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:7:""tafensw"";s:4:""name"";s:8:""TAFE NSW"";s:2:""id"";i:564277420;s:6:""id_str"";s:9:""564277420"";s:7:""indices"";a:2:{i:0;i:81;i:1;i:89;}}}",19360664,1498,211,257,2009-01-22 15:55:26,"Teacher Art History Theory and Professional Practice, Newcastle Art School TAFE NSW. Former Museum of Art and Culture Marketing and Audience Engagement Officer","Newcastle, Australia",,0,1,1,7,0,1,1,1,1,1,0,0,0.001653
n683,amwunionactive,,true,"a:1:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:11:""DavidSligar"";s:4:""name"";s:12:""David Sligar"";s:2:""id"";i:1158333682475659264;s:6:""id_str"";s:19:""1158333682475659264"";s:7:""indices"";a:2:{i:0;i:0;i:1;i:12;}}}",170581459,8918,1089,1408,2010-07-25 02:07:53,"Andrew Dettmer AMWU Nat Pres unionist, socialist, internationalist Retweets =/= endorsement.",366 Upper Roma St Brisbane Qld,,0,2,2,1,0,2,2,1,1,1,0,0,0.006014
n684,samhainnight,,true,"a:3:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:14:""RobynInTheStix"";s:4:""name"";s:36:""Robyn Muller educated #ProudSewerRat"";s:2:""id"";i:102596816;s:6:""id_str"";s:9:""102596816"";s:7:""indices"";a:2:{i:0;i:3;i:1;i:18;}}i:1;O:8:""stdClass"":5:{s:11:""screen_name"";s:10:""Repealist_"";s:4:""name"";s:18:""Shubhangi Karmakar"";s:2:""id"";i:4615306949;s:6:""id_str"";s:10:""4615306949"";s:7:""indices"";a:2:{i:0;i:20;i:1;i:31;}}i:2;O:8:""stdClass"":5:{s:11:""screen_name"";s:9:""FatherBob"";s:4:""name"";s:9:""FatherBob"";s:2:""id"";i:9560992;s:6:""id_str"";s:7:""9560992"";s:7:""indices"";a:2:{i:0;i:32;i:1;i:42;}}}",148237540,649833,3026,2346,2010-05-26 01:35:01,"Artist/writer. Creator of the webcomic Samhain Night -a dark Celtic faerie tale, down for repairs at the moment. Portfolio at https://t.co/YIOkJoeVvh She/Her",Standing with the Constitution,,0,2,2,2,0,2,2,4,0.372951,0.39652,0,0,0.005974
n687,pjkpud,,true,"a:6:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:12:""AGavrielatos"";s:4:""name"";s:18:""Angelo Gavrielatos"";s:2:""id"";i:1649067530;s:6:""id_str"";s:10:""1649067530"";s:7:""indices"";a:2:{i:0;i:0;i:1;i:13;}}i:1;O:8:""stdClass"":5:{s:11:""screen_name"";s:11:""TeachersFed"";s:4:""name"";s:19:""Teachers Federation"";s:2:""id"";i:312023933;s:6:""id_str"";s:9:""312023933"";s:7:""indices"";a:2:{i:0;i:14;i:1;i:26;}}i:2;O:8:""stdClass"":5:{s:11:""screen_name"";s:11:""jasongerke_"";s:4:""name"";s:11:""Jason Gerke"";s:2:""id"";i:4034327953;s:6:""id_str"";s:10:""4034327953"";s:7:""indices"";a:2:{i:0;i:27;i:1;i:39;}}i:3;O:8:""stdClass"":5:{s:11:""screen_name"";s:12:""AGavrielatos"";s:4:""name"";s:18:""Angelo Gavrielatos"";s:2:""id"";i:1649067530;s:6:""id_str"";s:10:""1649067530"";s:7:""indices"";a:2:{i:0;i:94;i:1;i:107;}}i:4;O:8:""stdClass"":5:{s:11:""screen_name"";s:7:""rlong62"";s:4:""name"";s:11:""Robert Long"";s:2:""id"";i:265941093;s:6:""id_str"";s:9:""265941093"";s:7:""indices"";a:2:{i:0;i:108;i:1;i:116;}}i:5;O:8:""stdClass"":5:{s:11:""screen_name"";s:11:""TeachersFed"";s:4:""name"";s:19:""Teachers Federation"";s:2:""id"";i:312023933;s:6:""id_str"";s:9:""312023933"";s:7:""indices"";a:2:{i:0;i:117;i:1;i:129;}}}",1146691597754458112,1824,236,47,2019-07-04 04:05:56,Love politics Love my family Love my pet dogs,,,1,5,6,8,1,5,6,4,0.375,0.410185,1,0.015618,0.031056
n690,phillipchadwick,,true,"a:2:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:10:""abennett41"";s:4:""name"";s:15:""Annette Bennett"";s:2:""id"";i:1220309802;s:6:""id_str"";s:10:""1220309802"";s:7:""indices"";a:2:{i:0;i:3;i:1;i:14;}}i:1;O:8:""stdClass"":5:{s:11:""screen_name"";s:11:""TeachersFed"";s:4:""name"";s:19:""Teachers Federation"";s:2:""id"";i:312023933;s:6:""id_str"";s:9:""312023933"";s:7:""indices"";a:2:{i:0;i:16;i:1;i:28;}}}",565249386,15202,906,1080,2012-04-28 00:52:25,TAFE Organiser - NSW Teachers Federation Organiser Electrical Trades Teacher  These comments are my thoughts & opinions,Sydney NSW Australia,,21,8,29,8,21,8,29,3,0.511494,0.533708,0,0.183565,0.067689
n691,yodsupporter,,true,"a:4:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:8:""jgwaight"";s:4:""name"";s:8:""jgwaight"";s:2:""id"";i:717429523;s:6:""id_str"";s:9:""717429523"";s:7:""indices"";a:2:{i:0;i:3;i:1;i:12;}}i:1;O:8:""stdClass"":5:{s:11:""screen_name"";s:12:""HunterUnions"";s:4:""name"";s:14:""Hunter Workers"";s:2:""id"";i:2731413541;s:6:""id_str"";s:10:""2731413541"";s:7:""indices"";a:2:{i:0;i:95;i:1;i:108;}}i:2;O:8:""stdClass"":5:{s:11:""screen_name"";s:11:""TeachersFed"";s:4:""name"";s:19:""Teachers Federation"";s:2:""id"";i:312023933;s:6:""id_str"";s:9:""312023933"";s:7:""indices"";a:2:{i:0;i:109;i:1;i:121;}}i:3;O:8:""stdClass"":5:{s:11:""screen_name"";s:12:""TAFECampaign"";s:4:""name"";s:12:""TAFECampaign"";s:2:""id"";i:364598854;s:6:""id_str"";s:9:""364598854"";s:7:""indices"";a:2:{i:0;i:122;i:1;i:135;}}}",2658912553,51723,1178,2238,2014-07-19 03:18:56,"Training & development consultant, social policy. Living with someone with young onset dementia. Advocate, activist. Member of #KiamaDFC. Tweets my own.",Illawarra and Sydney Australia,,6,9,15,12,6,9,15,4,0.369295,0.418539,37,0.091759,0.055284
n692,garlandcarol,,true,"a:4:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:8:""jgwaight"";s:4:""name"";s:8:""jgwaight"";s:2:""id"";i:717429523;s:6:""id_str"";s:9:""717429523"";s:7:""indices"";a:2:{i:0;i:3;i:1;i:12;}}i:1;O:8:""stdClass"":5:{s:11:""screen_name"";s:12:""HunterUnions"";s:4:""name"";s:14:""Hunter Workers"";s:2:""id"";i:2731413541;s:6:""id_str"";s:10:""2731413541"";s:7:""indices"";a:2:{i:0;i:95;i:1;i:108;}}i:2;O:8:""stdClass"":5:{s:11:""screen_name"";s:11:""TeachersFed"";s:4:""name"";s:19:""Teachers Federation"";s:2:""id"";i:312023933;s:6:""id_str"";s:9:""312023933"";s:7:""indices"";a:2:{i:0;i:109;i:1;i:121;}}i:3;O:8:""stdClass"":5:{s:11:""screen_name"";s:12:""TAFECampaign"";s:4:""name"";s:12:""TAFECampaign"";s:2:""id"";i:364598854;s:6:""id_str"";s:9:""364598854"";s:7:""indices"";a:2:{i:0;i:122;i:1;i:135;}}}",1223598169,9083,874,53,2013-02-26 23:11:56,,,,0,4,4,4,0,4,4,4,0.355731,0.382407,0,0,0.027496
n693,lyndafrench19,,true,"a:4:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:8:""jgwaight"";s:4:""name"";s:8:""jgwaight"";s:2:""id"";i:717429523;s:6:""id_str"";s:9:""717429523"";s:7:""indices"";a:2:{i:0;i:3;i:1;i:12;}}i:1;O:8:""stdClass"":5:{s:11:""screen_name"";s:12:""HunterUnions"";s:4:""name"";s:14:""Hunter Workers"";s:2:""id"";i:2731413541;s:6:""id_str"";s:10:""2731413541"";s:7:""indices"";a:2:{i:0;i:95;i:1;i:108;}}i:2;O:8:""stdClass"":5:{s:11:""screen_name"";s:11:""TeachersFed"";s:4:""name"";s:19:""Teachers Federation"";s:2:""id"";i:312023933;s:6:""id_str"";s:9:""312023933"";s:7:""indices"";a:2:{i:0;i:109;i:1;i:121;}}i:3;O:8:""stdClass"":5:{s:11:""screen_name"";s:12:""TAFECampaign"";s:4:""name"";s:12:""TAFECampaign"";s:2:""id"";i:364598854;s:6:""id_str"";s:9:""364598854"";s:7:""indices"";a:2:{i:0;i:122;i:1;i:135;}}}",1125425563076710401,76785,3906,2728,2019-05-06 11:42:18,"I am an individual who loves sharing information, and supporting people who support the vulnerable. Detest what Liberals are doing to Australia, destroying it!",,,0,3,3,4,0,3,3,4,0.352941,0.375,0,0,0.017487
n694,kevshousekevin,,true,"a:3:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:14:""RobynInTheStix"";s:4:""name"";s:36:""Robyn Muller educated #ProudSewerRat"";s:2:""id"";i:102596816;s:6:""id_str"";s:9:""102596816"";s:7:""indices"";a:2:{i:0;i:3;i:1;i:18;}}i:1;O:8:""stdClass"":5:{s:11:""screen_name"";s:10:""Repealist_"";s:4:""name"";s:18:""Shubhangi Karmakar"";s:2:""id"";i:4615306949;s:6:""id_str"";s:10:""4615306949"";s:7:""indices"";a:2:{i:0;i:20;i:1;i:31;}}i:2;O:8:""stdClass"":5:{s:11:""screen_name"";s:9:""FatherBob"";s:4:""name"";s:9:""FatherBob"";s:2:""id"";i:9560992;s:6:""id_str"";s:7:""9560992"";s:7:""indices"";a:2:{i:0;i:32;i:1;i:42;}}}",859488894,6630,672,355,2012-10-03 06:41:47,Proud father of three very distant daughters. #FBPE #ChangeTheVotingSystem #RemainersWereRight #whereismatthancock #RejoinEU,,,0,2,2,2,0,2,2,4,0.372951,0.39652,0,0,0.005974
n695,michaeldyer123,,true,"a:4:{i:0;O:8:""stdClass"":5:{s:11:""screen_name"";s:8:""jgwaight"";s:4:""name"";s:8:""jgwaight"";s:2:""id"";i:717429523;s:6:""id_str"";s:9:""717429523"";s:7:""indices"";a:2:{i:0;i:3;i:1;i:12;}}i:1;O:8:""stdClass"":5:{s:11:""screen_name"";s:12:""HunterUnions"";s:4:""name"";s:14:""Hunter Workers"";s:2:""id"";i:2731413541;s:6:""id_str"";s:10:""2731413541"";s:7:""indices"";a:2:{i:0;i:95;i:1;i:108;}}i:2;O:8:""stdClass"":5:{s:11:""screen_name"";s:11:""TeachersFed"";s:4:""name"";s:19:""Teachers Federation"";s:2:""id"";i:312023933;s:6:""id_str"";s:9:""312023933"";s:7:""indices"";a:2:{i:0;i:109;i:1;i:121;}}i:3;O:8:""stdClass"":5:{s:11:""screen_name"";s:12:""TAFECampaign"";s:4:""name"";s:12:""TAFECampaign"";s:2:""id"";i:364598854;s:6:""id_str"";s:9:""364598854"";s:7:""indices"";a:2:{i:0;i:122;i:1;i:135;}}}",749899620889665536,15845,627,328,2016-07-04 05:36:16,"Muswellbrook TAFETA Federation Representative. into NRL, Electrical Industry and Education particularly Vocational Education.",,,0,13,13,8,0,13,13,3,0.529412,0.566667,0,0,0.113693
